Phone Number,Account Length,VMail Message,Day Mins,Day Calls,Day Charge,Eve Mins,Eve Calls,Eve Charge,Night Mins,Night Calls,Night Charge,Intl Mins,Intl Calls,Intl Charge,CustServ Calls
333-5609,82.0,24.0,155.2,131.0,26.38,244.5,106.0,20.78,122.4,68.0,5.51,10.7,3.0,2.89,1.0
333-5729,168.0,0.0,163.4,134.0,27.78,240.1,87.0,20.41,164.0,147.0,7.38,11.6,2.0,3.13,2.0
333-6296,84.0,0.0,216.1,114.0,36.74,197.5,107.0,16.79,217.8,104.0,9.8,9.8,3.0,2.65,1.0
333-6575,194.0,0.0,193.3,106.0,32.86,169.0,150.0,14.37,225.2,122.0,10.13,11.8,4.0,3.19,0.0
333-7225,95.0,0.0,190.2,119.0,32.33,157.1,70.0,13.35,181.5,120.0,8.17,14.0,6.0,3.78,0.0
333-7449,148.0,0.0,17.6,121.0,2.99,161.7,125.0,13.74,203.1,82.0,9.14,10.6,6.0,2.86,1.0
333-7460,83.0,26.0,226.4,117.0,38.49,234.7,97.0,19.95,133.6,82.0,6.01,10.8,7.0,2.92,1.0
333-7631,80.0,0.0,322.3,113.0,54.79,251.6,95.0,18.87,162.8,123.0,7.33,6.7,8.0,1.81,0.0
333-7637,75.0,0.0,117.3,114.0,19.94,201.1,61.0,17.09,107.9,82.0,4.86,12.2,3.0,3.29,1.0
333-7749,141.0,0.0,260.2,131.0,44.23,179.2,120.0,15.23,135.0,119.0,6.08,7.2,8.0,1.94,3.0
333-7869,169.0,0.0,142.5,82.0,24.23,231.4,110.0,19.67,131.2,67.0,5.9,10.0,4.0,2.7,2.0
333-7961,157.0,0.0,276.2,95.0,46.95,165.8,119.0,14.09,151.6,79.0,6.82,2.2,4.0,0.59,3.0
333-8180,140.0,0.0,235.5,81.0,40.04,257.2,130.0,21.86,103.1,101.0,4.64,11.5,4.0,3.11,2.0
333-8822,64.0,40.0,210.0,116.0,35.7,232.7,89.0,19.78,168.8,94.0,7.6,5.9,4.0,1.59,8.0
333-8954,129.0,37.0,205.0,94.0,34.85,165.4,103.0,14.06,185.0,81.0,8.32,11.7,8.0,3.16,1.0
333-8996,133.0,0.0,176.8,92.0,30.06,187.5,97.0,15.94,196.8,88.0,8.86,6.5,3.0,1.76,2.0
333-9002,131.0,0.0,131.6,95.0,22.37,179.3,109.0,15.24,251.2,129.0,11.3,15.5,3.0,4.19,1.0
333-9133,177.0,0.0,175.4,99.0,29.82,155.3,83.0,13.2,179.4,86.0,8.07,11.5,3.0,3.11,1.0
333-9253,64.0,19.0,180.1,106.0,30.62,127.5,92.0,10.84,237.4,118.0,10.68,7.5,3.0,2.03,0.0
333-9266,128.0,0.0,148.5,105.0,25.25,243.0,106.0,20.66,255.2,114.0,11.48,6.8,2.0,1.84,1.0
333-9511,141.0,37.0,185.4,87.0,31.52,178.5,128.0,15.17,218.3,107.0,9.82,8.0,3.0,2.16,4.0
333-9643,148.0,0.0,216.2,95.0,36.75,185.7,105.0,15.78,252.15,143.0,13.5,10.0,5.0,2.7,2.0
333-9664,152.0,20.0,214.6,108.0,36.48,96.6,82.0,8.21,170.7,145.0,7.68,7.9,5.0,2.13,1.0
333-9728,123.0,27.0,218.7,79.0,37.18,163.4,78.0,13.89,173.8,116.0,7.82,15.0,1.0,4.05,0.0
333-9826,75.0,0.0,122.8,89.0,20.88,211.3,104.0,17.96,261.4,91.0,11.76,10.7,2.0,2.89,2.0
334-1275,155.0,0.0,203.4,100.0,34.58,190.9,104.0,16.23,196.0,119.0,8.82,8.9,4.0,2.4,0.0
334-1311,157.0,30.0,194.3,107.0,33.03,243.2,108.0,20.67,252.15,114.0,14.5,7.1,5.0,1.92,1.0
334-1337,86.0,0.0,223.9,75.0,38.06,155.7,109.0,13.23,150.2,143.0,6.76,7.3,9.0,1.97,1.0
334-1339,102.0,0.0,158.0,94.0,26.86,207.9,100.0,17.67,190.4,120.0,8.57,10.1,10.0,2.73,0.0
334-1508,91.0,37.0,162.3,107.0,27.59,233.9,115.0,19.88,277.4,94.0,12.48,9.2,4.0,2.48,0.0
334-1872,112.0,0.0,193.3,96.0,32.86,264.1,123.0,22.45,128.6,115.0,5.79,9.1,3.0,2.46,4.0
334-2577,95.0,0.0,238.1,65.0,40.48,187.2,98.0,15.91,190.0,115.0,8.55,11.8,4.0,3.19,4.0
334-2729,60.0,0.0,135.4,134.0,23.02,205.9,85.0,17.5,204.0,103.0,9.18,7.9,4.0,2.13,1.0
334-2730,151.0,0.0,134.5,88.0,22.87,143.1,112.0,12.16,223.9,61.0,10.08,15.4,1.0,4.16,1.0
334-2800,142.0,38.0,163.3,104.0,27.76,136.0,114.0,11.56,249.1,127.0,11.21,4.3,6.0,1.16,0.0
334-2961,155.0,0.0,163.1,94.0,27.73,291.7,108.0,24.79,96.4,101.0,4.34,11.2,3.0,3.02,0.0
334-3142,155.0,0.0,163.0,93.0,27.71,203.9,102.0,17.33,159.0,109.0,7.15,15.1,4.0,4.08,2.0
334-3289,169.0,0.0,179.2,102.0,30.46,175.2,130.0,14.89,228.6,92.0,10.29,9.9,6.0,2.67,2.0
334-4354,121.0,0.0,213.2,79.0,36.24,120.7,116.0,10.26,252.15,102.0,11.0,7.5,4.0,2.03,1.0
334-4438,90.0,0.0,37.8,80.0,6.43,155.3,105.0,13.2,175.0,101.0,7.88,14.2,5.0,3.83,3.0
334-4506,96.0,29.0,150.0,91.0,25.5,159.4,75.0,13.55,228.1,55.0,10.26,8.5,3.0,2.3,1.0
334-4678,20.0,35.0,171.5,98.0,29.16,153.1,127.0,13.01,165.6,125.0,7.45,7.1,3.0,1.92,0.0
334-5029,115.0,0.0,286.4,125.0,48.69,205.7,74.0,17.48,191.4,141.0,8.61,6.9,6.0,1.86,1.0
334-5223,28.0,0.0,168.2,87.0,28.59,161.7,92.0,13.74,192.4,112.0,8.66,10.1,3.0,2.73,3.0
334-5263,79.0,0.0,41.9,124.0,7.12,211.0,95.0,17.94,237.9,55.0,10.71,11.4,5.0,3.08,1.0
334-5337,91.0,0.0,231.8,120.0,39.41,150.6,106.0,12.8,269.2,129.0,12.11,11.6,7.0,3.13,3.0
334-5634,150.0,0.0,169.2,123.0,28.76,216.8,83.0,18.43,179.4,107.0,8.07,12.6,3.0,3.4,1.0
334-5844,83.0,20.0,95.0,89.0,16.15,167.9,92.0,14.27,200.6,79.0,9.03,11.2,2.0,3.02,0.0
334-6129,77.0,44.0,103.2,117.0,17.54,236.3,86.0,20.09,203.5,101.0,9.16,11.9,2.0,3.21,0.0
334-6142,13.0,0.0,146.4,74.0,24.89,148.5,92.0,12.62,216.7,96.0,9.75,11.3,3.0,3.05,1.0
334-6519,76.0,0.0,272.7,97.0,46.36,236.4,95.0,20.09,235.5,105.0,10.6,7.7,2.0,2.08,0.0
334-6605,85.0,0.0,176.4,122.0,32.39,224.9,123.0,19.12,219.6,50.0,9.88,11.5,1.0,3.11,1.0
334-7443,79.0,0.0,130.2,119.0,22.13,290.9,121.0,24.73,194.8,140.0,8.77,14.0,6.0,3.78,3.0
334-7618,93.0,0.0,239.8,70.0,40.77,251.8,99.0,21.4,168.6,112.0,7.59,10.9,10.0,2.94,1.0
334-7685,43.0,0.0,84.2,134.0,14.31,80.8,103.0,6.87,196.1,79.0,8.82,10.8,2.0,2.92,1.0
334-8694,105.0,0.0,270.9,98.0,46.05,226.2,110.0,19.23,178.8,60.0,8.05,8.8,5.0,2.38,0.0
334-8817,90.0,0.0,193.7,83.0,32.93,154.2,79.0,13.11,299.0,60.0,13.46,12.7,3.0,3.43,1.0
334-8967,120.0,24.0,212.7,73.0,36.16,257.5,103.0,21.89,227.8,119.0,10.25,9.7,13.0,2.62,2.0
334-9163,166.0,28.0,175.8,126.0,29.89,253.6,76.0,21.56,128.5,72.0,5.78,11.4,5.0,3.08,1.0
334-9182,21.0,19.0,132.7,94.0,22.56,204.6,101.0,17.39,154.7,78.0,6.96,12.9,7.0,3.48,3.0
334-9505,132.0,36.0,226.2,103.0,38.45,181.6,125.0,15.44,258.8,102.0,11.65,10.5,5.0,2.84,3.0
334-9806,80.0,0.0,206.3,97.0,35.07,154.9,98.0,13.17,263.6,82.0,11.86,12.4,12.0,3.35,0.0
334-9818,130.0,0.0,115.6,129.0,19.65,167.8,104.0,14.26,141.8,124.0,6.38,12.6,9.0,3.4,1.0
335-1697,108.0,0.0,198.5,99.0,33.75,267.8,60.0,22.76,354.9,75.0,15.97,9.4,3.0,2.54,0.0
335-1838,132.0,0.0,99.5,110.0,16.92,129.1,80.0,10.97,125.1,124.0,5.63,9.7,3.0,2.62,0.0
335-1874,87.0,0.0,322.5,106.0,54.83,204.6,93.0,17.39,186.2,128.0,8.38,9.4,4.0,2.54,2.0
335-2019,159.0,0.0,275.8,103.0,46.89,189.5,108.0,16.11,223.9,93.0,10.08,7.4,5.0,2.0,2.0
335-2261,77.0,0.0,175.5,86.0,29.84,205.1,78.0,17.43,245.2,100.0,11.03,17.8,3.0,4.81,4.0
335-2274,21.0,0.0,244.7,81.0,41.6,168.0,117.0,14.28,281.5,87.0,12.67,6.6,1.0,1.78,1.0
335-2331,150.0,0.0,146.3,133.0,24.87,202.7,95.0,17.23,234.7,103.0,10.56,13.1,3.0,3.54,1.0
335-2967,60.0,0.0,289.8,101.0,49.27,255.6,115.0,21.73,242.8,76.0,10.93,11.7,4.0,3.16,2.0
335-3110,36.0,25.0,152.8,110.0,25.98,242.8,67.0,20.64,147.4,74.0,6.63,9.1,2.0,2.46,1.0
335-3133,139.0,0.0,181.6,119.0,30.87,335.7,118.0,28.53,149.8,64.0,6.74,8.3,6.0,2.24,4.0
335-3320,118.0,0.0,140.4,112.0,23.87,187.1,60.0,15.9,207.9,155.0,9.36,7.9,1.0,2.13,0.0
335-3681,75.0,0.0,147.5,110.0,25.08,191.7,97.0,16.29,135.0,68.0,6.08,16.4,3.0,4.43,2.0
335-3880,93.0,0.0,114.3,100.0,19.43,221.1,103.0,18.79,126.3,88.0,5.68,10.9,9.0,2.94,0.0
335-3913,186.0,26.0,74.3,107.0,12.63,177.3,116.0,15.07,296.3,90.0,9.1,14.5,3.0,3.92,2.0
335-4414,110.0,0.0,185.1,100.0,31.47,165.1,88.0,14.03,252.15,104.0,5.02,6.3,4.0,1.7,3.0
335-4584,146.0,0.0,206.3,151.0,35.07,148.6,89.0,12.63,167.2,91.0,7.52,6.1,3.0,1.65,1.0
335-4719,117.0,0.0,184.5,97.0,31.37,351.6,80.0,29.89,215.8,90.0,9.71,8.7,4.0,2.35,1.0
335-4858,162.0,0.0,70.7,108.0,12.02,157.5,87.0,13.39,154.8,82.0,6.97,9.1,3.0,2.46,4.0
335-4888,136.0,0.0,269.8,106.0,45.87,228.8,101.0,19.45,257.5,106.0,11.59,10.1,8.0,2.73,1.0
335-5591,1.0,0.0,196.1,107.0,32.39,296.5,82.0,25.2,211.5,91.0,9.52,7.0,2.0,1.89,1.0
335-5806,56.0,29.0,37.7,115.0,6.41,144.1,100.0,12.25,226.6,101.0,10.2,4.9,3.0,1.32,1.0
335-5882,167.0,0.0,207.6,88.0,35.29,132.4,63.0,11.25,255.2,98.0,11.48,14.1,5.0,3.81,0.0
335-6508,77.0,0.0,245.2,87.0,41.68,254.1,83.0,21.6,239.4,91.0,10.77,7.5,4.0,2.03,0.0
335-6832,116.0,0.0,245.9,73.0,41.8,240.1,87.0,20.41,158.7,89.0,7.14,8.9,5.0,2.4,3.0
335-7144,84.0,0.0,225.9,86.0,38.4,275.6,105.0,23.43,201.4,108.0,9.06,14.3,3.0,3.86,3.0
335-7257,92.0,16.0,184.0,99.0,31.28,76.4,134.0,6.49,185.1,96.0,8.33,12.7,3.0,3.43,2.0
335-7324,119.0,22.0,172.1,119.0,29.26,223.6,133.0,19.01,150.0,94.0,6.75,13.9,20.0,3.75,1.0
335-8146,128.0,0.0,158.8,75.0,27.0,264.8,91.0,22.51,270.0,77.0,12.15,7.6,7.0,2.05,1.0
335-8427,113.0,0.0,156.0,141.0,26.52,256.8,72.0,21.83,175.3,123.0,7.89,11.9,5.0,3.21,2.0
335-8836,160.0,0.0,174.3,105.0,29.63,171.3,107.0,14.56,220.8,131.0,9.94,8.3,2.0,2.24,0.0
335-9066,74.0,0.0,162.7,102.0,27.66,292.0,105.0,24.82,183.3,80.0,8.25,8.7,6.0,2.35,0.0
335-9501,45.0,0.0,112.8,108.0,19.18,218.8,120.0,18.6,240.2,106.0,10.81,9.0,3.0,2.43,2.0
335-9726,61.0,25.0,163.7,78.0,27.83,113.2,112.0,9.62,134.1,118.0,6.03,9.9,3.0,2.67,3.0
335-9786,90.0,0.0,214.9,97.0,36.53,117.8,117.0,10.01,133.7,78.0,6.02,11.8,2.0,3.19,2.0
336-1043,1.0,0.0,123.8,113.0,21.05,236.2,77.0,20.08,73.2,81.0,3.29,3.7,2.0,1.0,0.0
336-1090,127.0,22.0,166.0,114.0,28.22,174.5,103.0,14.83,244.9,68.0,11.02,10.2,6.0,2.75,1.0
336-1353,121.0,20.0,211.9,110.0,36.02,215.1,120.0,18.28,238.5,107.0,10.73,9.4,2.0,2.54,0.0
336-1462,36.0,0.0,202.4,115.0,34.41,230.7,115.0,19.61,202.0,127.0,9.09,10.2,2.0,2.75,3.0
336-1574,125.0,0.0,168.6,99.0,28.66,175.6,107.0,14.93,243.3,92.0,10.95,10.9,7.0,2.94,0.0
336-1749,123.0,0.0,159.5,77.0,27.12,303.8,92.0,25.82,226.9,120.0,10.21,12.0,4.0,3.24,0.0
336-1880,127.0,19.0,129.7,115.0,22.05,160.8,101.0,13.67,265.0,63.0,11.93,12.2,3.0,3.29,2.0
336-2090,99.0,0.0,155.3,93.0,26.4,265.7,95.0,22.58,145.7,67.0,6.56,12.4,4.0,3.35,0.0
336-2190,95.0,0.0,237.3,83.0,40.34,154.0,65.0,13.09,237.0,105.0,10.67,11.2,6.0,3.02,1.0
336-2322,16.0,0.0,161.9,100.0,27.52,230.1,138.0,19.56,148.8,78.0,6.7,10.2,11.0,2.75,3.0
336-2829,174.0,0.0,139.4,96.0,23.7,143.4,108.0,12.19,225.2,107.0,10.13,10.0,5.0,2.7,2.0
336-3488,189.0,0.0,227.4,84.0,38.66,176.0,81.0,14.96,206.1,120.0,9.27,6.3,4.0,1.7,2.0
336-3738,120.0,0.0,184.5,103.0,31.37,209.0,86.0,23.23,169.7,70.0,7.64,10.2,6.0,2.75,2.0
336-3819,122.0,0.0,296.4,99.0,50.39,214.8,89.0,18.26,133.9,107.0,6.03,11.4,3.0,3.08,4.0
336-4281,132.0,31.0,174.5,101.0,29.67,245.6,105.0,20.88,172.8,76.0,7.78,10.3,9.0,2.78,1.0
336-4656,102.0,0.0,102.6,89.0,17.44,246.0,77.0,20.91,170.5,140.0,7.67,9.1,4.0,2.46,2.0
336-4960,65.0,0.0,207.7,109.0,35.31,217.5,117.0,18.49,125.6,101.0,5.65,8.0,5.0,2.16,1.0
336-5406,78.0,0.0,225.1,67.0,38.27,199.2,127.0,16.93,175.5,102.0,7.9,14.6,2.0,3.94,0.0
336-5495,107.0,0.0,204.5,108.0,34.77,162.4,110.0,13.8,155.0,102.0,6.98,13.4,1.0,3.62,3.0
336-5616,85.0,0.0,225.0,81.0,38.25,176.9,63.0,15.04,194.3,110.0,8.74,7.1,2.0,1.92,3.0
336-5661,74.0,0.0,136.7,106.0,23.24,228.6,105.0,19.43,265.3,114.0,11.94,9.8,4.0,2.65,0.0
336-5702,112.0,0.0,170.4,103.0,28.97,200.2,71.0,17.02,258.3,100.0,11.62,11.6,4.0,3.13,1.0
336-5900,66.0,0.0,205.1,102.0,34.87,232.7,109.0,19.78,259.9,95.0,11.7,9.2,6.0,2.48,2.0
336-5920,122.0,0.0,232.5,96.0,39.53,205.5,120.0,17.47,213.7,91.0,9.62,11.9,2.0,3.21,0.0
336-6085,49.0,0.0,213.8,79.0,36.35,265.1,93.0,22.53,239.8,128.0,10.79,15.6,7.0,4.21,0.0
336-6128,115.0,33.0,145.0,72.0,24.65,194.5,157.0,16.53,242.3,138.0,10.9,14.2,3.0,3.83,2.0
336-6533,74.0,0.0,262.3,114.0,44.59,198.9,96.0,16.91,165.9,90.0,7.47,6.6,5.0,1.78,3.0
336-6907,62.0,0.0,172.4,132.0,29.31,230.5,100.0,19.59,228.2,109.0,10.27,11.0,5.0,2.97,0.0
336-6997,136.0,0.0,252.4,74.0,42.91,167.9,81.0,14.27,248.3,110.0,9.1,10.7,3.0,2.89,2.0
336-7143,140.0,0.0,112.8,89.0,19.18,156.7,65.0,13.32,249.6,85.0,11.23,16.3,6.0,4.4,0.0
336-7155,98.0,23.0,245.5,54.0,41.74,292.7,83.0,24.88,184.0,90.0,8.28,10.8,7.0,2.92,1.0
336-7357,74.0,32.0,174.6,107.0,29.68,310.6,115.0,26.4,234.7,92.0,10.56,9.0,4.0,2.43,1.0
336-7600,65.0,0.0,187.9,116.0,31.94,157.6,117.0,13.4,227.3,86.0,10.23,7.5,6.0,2.03,1.0
336-7696,144.0,0.0,235.3,101.0,22.66,251.6,127.0,21.72,228.6,68.0,10.29,11.6,2.0,3.13,0.0
336-8010,67.0,30.0,186.2,117.0,31.65,286.7,76.0,24.37,164.3,113.0,7.39,12.9,3.0,3.48,2.0
336-8343,212.0,0.0,226.0,127.0,38.42,304.6,83.0,25.89,181.2,132.0,8.15,12.6,4.0,3.4,2.0
336-9053,113.0,30.0,183.8,102.0,31.25,183.4,123.0,15.59,235.0,52.0,10.58,11.6,7.0,3.13,0.0
336-9273,152.0,0.0,228.1,93.0,38.78,136.4,106.0,11.59,197.3,107.0,9.1,9.0,2.0,2.43,1.0
336-9327,72.0,0.0,139.9,117.0,23.78,223.6,96.0,19.01,240.8,93.0,10.84,12.7,4.0,3.43,2.0
336-9390,84.0,0.0,159.5,125.0,27.12,247.1,90.0,21.0,187.9,82.0,8.46,7.2,4.0,1.94,2.0
336-9901,92.0,0.0,139.8,98.0,23.77,174.9,143.0,14.87,201.6,135.0,9.07,9.4,7.0,2.54,2.0
337-1100,102.0,0.0,123.1,106.0,20.93,182.0,102.0,15.47,244.6,75.0,11.01,12.6,7.0,3.4,2.0
337-1151,142.0,0.0,145.4,93.0,24.72,209.1,98.0,23.23,214.0,96.0,9.63,10.9,1.0,2.94,1.0
337-1225,66.0,0.0,34.0,133.0,5.78,278.6,61.0,23.68,129.6,120.0,5.83,11.5,3.0,3.11,0.0
337-1506,76.0,0.0,224.4,121.0,38.15,147.9,97.0,12.57,183.8,74.0,8.27,6.7,2.0,1.81,2.0
337-1586,54.0,0.0,247.5,85.0,42.08,225.4,93.0,19.16,244.3,132.0,10.99,10.2,2.0,2.75,2.0
337-1802,35.0,0.0,158.6,67.0,26.96,130.4,96.0,11.08,229.8,80.0,10.34,6.9,5.0,1.86,2.0
337-2348,121.0,41.0,215.5,95.0,36.64,241.8,92.0,20.55,147.0,108.0,6.61,9.6,3.0,2.59,1.0
337-2442,115.0,0.0,180.0,119.0,30.6,198.8,126.0,16.9,217.1,70.0,9.77,12.4,3.0,3.35,1.0
337-2986,87.0,0.0,186.9,79.0,31.77,182.6,105.0,15.52,143.1,90.0,6.44,4.2,14.0,1.13,1.0
337-3740,51.0,0.0,227.2,89.0,38.62,194.4,106.0,16.52,243.4,126.0,10.95,14.9,2.0,4.02,0.0
337-3769,116.0,0.0,201.8,82.0,34.31,231.5,95.0,19.68,226.1,130.0,10.17,16.5,5.0,4.46,0.0
337-3868,124.0,0.0,169.3,108.0,28.78,178.6,91.0,15.18,242.3,82.0,10.9,12.2,3.0,3.29,1.0
337-3932,123.0,0.0,114.8,94.0,19.52,150.0,104.0,12.75,268.6,119.0,12.09,9.6,4.0,2.59,2.0
337-4101,105.0,42.0,101.9,79.0,17.32,223.1,97.0,18.96,241.6,77.0,10.87,12.9,2.0,3.48,0.0
337-4339,53.0,27.0,25.9,119.0,4.4,206.5,96.0,17.55,228.1,64.0,10.26,6.5,7.0,1.76,1.0
337-4403,152.0,0.0,161.4,84.0,27.44,163.6,88.0,13.91,153.2,121.0,6.89,11.8,5.0,3.19,1.0
337-4600,25.0,0.0,264.9,80.0,45.03,281.2,66.0,23.9,166.1,80.0,7.47,8.4,4.0,2.27,1.0
337-4697,103.0,0.0,185.0,117.0,31.45,223.3,94.0,18.98,252.15,91.0,10.03,12.6,2.0,3.4,2.0
337-4749,97.0,32.0,168.4,129.0,28.63,225.9,97.0,19.2,191.8,95.0,8.63,8.5,7.0,2.3,0.0
337-6851,156.0,0.0,174.3,95.0,29.63,186.6,128.0,15.86,258.2,105.0,11.62,12.9,5.0,3.48,3.0
337-6898,91.0,0.0,133.7,75.0,22.73,195.3,87.0,16.6,280.5,89.0,12.62,5.9,2.0,1.59,0.0
337-7163,42.0,0.0,196.5,89.0,33.41,241.3,123.0,20.51,143.2,105.0,6.44,4.0,7.0,1.08,0.0
337-7167,143.0,0.0,223.3,99.0,37.96,167.1,128.0,14.2,203.0,84.0,9.14,4.5,4.0,1.22,0.0
337-7377,72.0,39.0,92.8,98.0,15.78,271.2,115.0,23.05,167.1,83.0,7.52,5.8,7.0,1.57,1.0
337-7501,139.0,0.0,192.8,104.0,32.78,234.4,96.0,19.92,203.2,101.0,9.14,13.0,3.0,3.51,3.0
337-7739,57.0,0.0,149.3,100.0,25.38,200.2,110.0,17.02,231.7,101.0,10.43,11.9,3.0,3.21,2.0
337-7879,80.0,36.0,190.3,115.0,32.35,256.6,78.0,21.81,214.9,145.0,9.67,3.8,4.0,1.03,1.0
337-8078,117.0,0.0,181.5,95.0,30.86,205.1,88.0,17.43,204.0,82.0,9.18,14.7,9.0,3.97,2.0
337-8618,66.0,0.0,154.0,133.0,26.18,198.9,121.0,16.91,151.9,100.0,6.84,9.5,3.0,2.57,4.0
337-8950,123.0,0.0,166.9,98.0,28.37,221.8,77.0,18.85,243.9,114.0,10.98,12.8,4.0,3.46,3.0
337-9303,94.0,0.0,206.1,49.0,35.04,224.6,115.0,19.09,256.7,74.0,11.55,13.0,1.0,3.51,1.0
337-9326,160.0,0.0,206.3,66.0,35.07,241.1,109.0,20.49,227.8,102.0,10.25,11.7,6.0,3.16,0.0
337-9345,93.0,0.0,179.3,93.0,30.48,178.6,98.0,15.18,225.2,131.0,10.13,11.5,6.0,3.11,3.0
337-9569,79.0,0.0,220.9,107.0,37.55,192.2,97.0,16.34,161.0,74.0,7.25,12.2,2.0,3.29,1.0
337-9710,93.0,0.0,164.9,68.0,28.03,210.4,86.0,17.88,229.4,104.0,10.32,7.8,4.0,2.11,2.0
337-9878,103.0,31.0,185.4,105.0,31.52,197.6,126.0,16.8,147.1,110.0,6.62,14.5,4.0,3.92,2.0
338-1027,137.0,0.0,135.1,95.0,22.97,134.1,102.0,11.4,223.1,81.0,10.04,12.3,2.0,3.32,2.0
338-1400,115.0,0.0,268.0,115.0,45.56,153.6,106.0,13.06,232.3,65.0,10.45,17.0,1.0,4.59,3.0
338-1724,16.0,0.0,153.2,65.0,26.04,229.7,90.0,19.52,148.2,94.0,6.67,10.7,8.0,2.89,1.0
338-1815,121.0,26.0,170.4,91.0,28.97,254.5,90.0,21.63,219.6,122.0,9.88,15.1,5.0,4.08,0.0
338-1840,163.0,0.0,223.0,120.0,37.91,227.0,98.0,19.3,188.3,125.0,8.47,8.8,5.0,2.38,1.0
338-3781,104.0,0.0,156.2,93.0,26.55,193.0,54.0,16.41,252.15,94.0,10.02,13.1,5.0,3.54,1.0
338-4065,73.0,0.0,183.4,80.0,31.18,242.0,115.0,20.57,201.4,100.0,9.06,7.5,3.0,2.03,4.0
338-4307,110.0,0.0,135.1,109.0,22.97,205.2,99.0,17.44,166.3,119.0,7.48,11.7,4.0,3.16,1.0
338-4472,83.0,0.0,134.8,96.0,22.92,167.2,78.0,14.21,161.5,123.0,7.27,7.7,5.0,2.08,2.0
338-5207,63.0,0.0,211.2,80.0,35.9,237.7,93.0,20.2,259.2,58.0,11.66,12.3,2.0,3.32,0.0
338-6018,106.0,26.0,270.3,102.0,45.95,215.2,90.0,18.29,254.0,133.0,11.43,14.4,7.0,3.89,1.0
338-6283,98.0,0.0,206.5,92.0,35.11,176.2,152.0,14.98,232.8,115.0,10.48,12.4,5.0,3.35,5.0
338-6550,100.0,0.0,224.9,117.0,38.23,191.9,127.0,16.31,229.9,97.0,10.35,10.3,3.0,2.78,0.0
338-6556,55.0,0.0,132.0,103.0,22.44,279.6,114.0,23.77,180.0,74.0,8.1,13.5,4.0,3.65,0.0
338-6714,113.0,0.0,235.3,112.0,20.77,131.7,94.0,23.23,169.5,106.0,7.63,10.3,9.0,2.78,5.0
338-6962,112.0,0.0,235.3,92.0,19.02,114.0,143.0,9.69,146.8,79.0,6.61,14.1,3.0,3.81,5.0
338-6981,51.0,0.0,232.4,109.0,39.51,187.4,95.0,15.93,231.2,107.0,10.4,9.1,3.0,2.46,1.0
338-7120,13.0,21.0,315.6,105.0,53.65,208.9,71.0,17.76,260.1,123.0,11.7,12.1,3.0,3.27,3.0
338-7232,160.0,0.0,82.7,116.0,14.06,194.6,95.0,16.54,159.0,54.0,7.15,10.9,9.0,2.94,0.0
338-7305,110.0,0.0,178.5,124.0,30.35,146.9,141.0,12.49,217.1,102.0,9.77,9.9,7.0,2.67,1.0
338-7527,116.0,19.0,155.7,104.0,26.47,185.4,118.0,15.76,192.7,116.0,8.67,8.2,2.0,2.21,3.0
338-7683,67.0,28.0,95.0,94.0,16.15,291.2,73.0,24.75,159.6,114.0,7.18,10.0,2.0,2.7,2.0
338-7709,93.0,32.0,218.7,117.0,37.18,115.0,61.0,9.78,192.7,85.0,8.67,9.4,5.0,2.54,2.0
338-7886,98.0,0.0,216.8,86.0,36.86,190.8,114.0,16.22,187.5,79.0,8.44,11.0,9.0,2.97,0.0
338-7955,137.0,0.0,109.8,120.0,18.67,230.5,86.0,19.59,255.8,103.0,11.51,11.9,6.0,3.21,1.0
338-8050,88.0,0.0,65.4,97.0,32.39,168.2,76.0,14.3,236.0,113.0,10.62,13.8,1.0,3.73,2.0
338-8478,116.0,0.0,192.1,98.0,32.66,312.9,135.0,26.6,130.2,94.0,5.86,7.9,2.0,2.13,3.0
338-8566,141.0,0.0,83.2,74.0,14.14,190.6,104.0,16.2,150.5,79.0,6.77,10.7,7.0,2.89,1.0
338-8784,122.0,28.0,166.0,62.0,28.22,233.9,88.0,19.88,170.1,84.0,7.65,7.7,3.0,2.08,2.0
338-9044,31.0,0.0,97.5,129.0,16.58,260.4,78.0,22.13,88.7,100.0,3.99,7.0,5.0,1.89,1.0
338-9171,138.0,0.0,146.5,101.0,24.91,284.5,142.0,24.18,176.0,98.0,7.92,14.0,6.0,3.78,3.0
338-9210,85.0,37.0,229.6,123.0,39.03,132.3,90.0,11.25,211.9,76.0,9.54,9.5,8.0,2.57,2.0
338-9398,68.0,0.0,237.1,105.0,40.31,223.5,105.0,19.0,97.4,79.0,4.38,13.2,2.0,3.56,1.0
338-9472,126.0,0.0,211.6,70.0,35.97,216.9,80.0,18.44,153.5,60.0,6.91,7.8,1.0,2.11,1.0
338-9612,107.0,36.0,96.3,83.0,16.37,179.6,91.0,15.27,166.3,121.0,7.48,10.3,2.0,2.78,1.0
338-9873,55.0,0.0,119.7,148.0,20.35,231.8,96.0,19.7,252.15,113.0,10.0,4.6,2.0,1.24,2.0
338-9950,120.0,0.0,149.2,98.0,25.36,193.6,88.0,16.46,248.9,119.0,11.2,10.9,5.0,3.0,1.0
338-9952,119.0,32.0,173.0,101.0,29.41,209.4,93.0,17.8,231.1,91.0,10.4,12.2,4.0,3.29,0.0
339-1330,115.0,0.0,245.0,97.0,41.65,250.7,75.0,21.31,270.2,124.0,12.16,13.7,8.0,3.7,1.0
