Phone Number,Churn,Account Length,Day Mins,Day Calls,Day Charge,Eve Mins,Eve Calls,Eve Charge,Night Mins,Night Calls,Night Charge,Intl Mins,Intl Calls,Intl Charge,VMail Message,CustServ Calls,total_mins,total_calls,avg_mins_per_call,day_mins_share,eve_mins_share,night_mins_share,intl_mins_share,intl_call_rate,intl_charge_per_min,vmail_usage_rate,calls_per_day,peak_period_share,usage_time_std,dominant_usage_period,total_charge,charge_per_min
330-6208,0,123,150.0,98,25.5,89.8,95,7.63,326.0,91,14.67,10.9,3,3.0,0,3,565.8,284,1.9923,0.2651,0.1587,0.5762,0.0193,0.0106,0.2752,0.0,2.3089,0.5762,122.7399,Night,50.8,0.0898
330-6436,0,50,302.7,93,51.46,240.5,119,20.44,193.9,103,8.73,13.6,14,3.67,31,3,737.1,315,2.34,0.4107,0.3263,0.2631,0.0185,0.0444,0.2699,0.0984,6.3,0.4107,54.5861,Day,84.3,0.1144
330-6626,0,75,166.7,113,28.34,148.3,122,12.61,186.9,121,8.41,10.1,3,2.73,0,3,501.9,356,1.4098,0.3321,0.2955,0.3724,0.0201,0.0084,0.2703,0.0,4.7467,0.3724,19.307,Night,52.09,0.1038
330-6630,0,165,207.7,109,35.31,164.8,94,14.01,54.5,91,2.45,7.9,3,2.13,0,0,427.0,294,1.4524,0.4864,0.3859,0.1276,0.0185,0.0102,0.2696,0.0,1.7818,0.4864,79.0324,Day,53.9,0.1262
330-7137,1,71,186.1,114,31.64,198.6,140,16.88,206.5,80,9.29,13.8,5,3.73,0,4,591.2,334,1.7701,0.3148,0.3359,0.3493,0.0233,0.015,0.2703,0.0,4.7042,0.3493,10.2861,Night,61.54,0.1041
330-7483,0,86,176.3,79,29.97,259.2,97,22.03,287.4,78,12.93,6.2,3,1.67,0,0,722.9,254,2.8461,0.2439,0.3586,0.3976,0.0086,0.0118,0.2694,0.0,2.9535,0.3976,57.7507,Night,66.6,0.0921
330-7486,0,67,138.9,65,23.61,208.9,109,17.76,232.4,82,10.46,9.2,3,2.48,0,2,580.2,256,2.2664,0.2394,0.36,0.4006,0.0159,0.0117,0.2696,0.0,3.8209,0.4006,48.639,Night,54.31,0.0936
330-7754,1,91,145.0,89,24.65,175.8,102,14.94,223.7,151,10.07,16.7,3,4.51,0,2,544.5,342,1.5921,0.2663,0.3229,0.4108,0.0307,0.0088,0.2701,0.0,3.7582,0.4108,39.6584,Night,54.17,0.0995
330-8142,0,79,144.0,90,24.48,135.8,91,11.54,212.4,129,9.56,13.0,4,3.51,0,1,492.2,310,1.5877,0.2926,0.2759,0.4315,0.0264,0.0129,0.27,0.0,3.9241,0.4315,42.0582,Night,49.09,0.0997
330-8173,0,141,258.6,84,43.96,251.6,100,18.87,326.4,97,14.69,11.2,5,3.02,37,0,836.6,281,2.9772,0.3091,0.3007,0.3902,0.0134,0.0178,0.2696,0.1317,1.9929,0.3902,41.3136,Night,80.54,0.0963
330-8351,0,60,183.0,110,32.39,206.7,93,17.57,203.8,119,9.17,10.9,6,3.0,0,1,593.5,322,1.8432,0.3083,0.3483,0.3434,0.0184,0.0186,0.2752,0.0,5.3667,0.3483,12.9276,Evening,62.13,0.1047
330-9294,0,181,190.3,93,32.35,249.0,127,21.17,215.7,82,9.71,10.6,4,2.86,27,1,655.0,302,2.1689,0.2905,0.3802,0.3293,0.0162,0.0132,0.2698,0.0894,1.6685,0.3802,29.4385,Evening,66.09,0.1009
330-9354,1,68,249.9,127,42.48,254.5,118,21.63,273.2,98,12.29,8.9,6,2.4,0,2,777.6,343,2.2671,0.3214,0.3273,0.3513,0.0114,0.0175,0.2697,0.0,5.0441,0.3513,12.3406,Night,78.8,0.1013
330-9833,0,76,198.3,130,33.71,217.1,86,18.45,188.4,96,8.48,12.5,3,3.38,0,0,603.8,312,1.9353,0.3284,0.3596,0.312,0.0207,0.0096,0.2704,0.0,4.1053,0.3596,14.5782,Evening,64.02,0.106
331-1391,1,149,242.5,83,41.23,245.4,97,20.86,219.6,80,9.88,10.0,3,2.7,0,3,707.5,260,2.7212,0.3428,0.3469,0.3104,0.0141,0.0115,0.27,0.0,1.745,0.3469,14.1331,Evening,74.67,0.1055
331-2144,0,1,208.0,115,35.36,185.0,113,15.73,252.15,144,8.0,8.1,9,2.19,26,1,645.15,372,1.7343,0.3224,0.2868,0.3908,0.0126,0.0242,0.2704,0.0699,372.0,0.3908,34.1256,Night,61.28,0.095
331-3174,0,131,69.1,122,11.75,101.3,136,8.61,104.8,94,4.72,9.1,4,2.46,39,0,275.2,352,0.7818,0.2511,0.3681,0.3808,0.0331,0.0114,0.2703,0.1108,2.687,0.3808,19.679,Night,27.54,0.1001
331-3202,0,33,213.9,88,36.36,239.8,119,20.38,148.7,71,6.69,9.8,14,2.65,0,2,602.4,278,2.1669,0.3551,0.3981,0.2468,0.0163,0.0504,0.2704,0.0,8.4242,0.3981,46.9416,Evening,66.08,0.1097
331-3698,0,174,124.3,76,21.13,277.1,112,23.55,250.7,115,11.28,15.5,5,4.19,0,3,652.1,303,2.1521,0.1906,0.4249,0.3845,0.0238,0.0165,0.2703,0.0,1.7414,0.4249,81.6719,Evening,60.15,0.0922
331-3842,0,59,153.6,92,26.11,205.5,88,17.47,114.5,89,5.15,12.5,10,3.38,0,1,473.6,269,1.7606,0.3243,0.4339,0.2418,0.0264,0.0372,0.2704,0.0,4.5593,0.4339,45.6498,Evening,52.11,0.11
331-4184,0,87,238.0,97,40.46,164.5,97,13.98,282.5,132,12.71,10.6,6,2.86,0,2,685.0,326,2.1012,0.3474,0.2401,0.4124,0.0155,0.0184,0.2698,0.0,3.7471,0.4124,59.591,Night,70.01,0.1022
331-4807,0,80,203.7,92,34.63,216.4,97,18.39,154.2,66,6.94,7.6,5,2.05,0,2,574.3,255,2.2522,0.3547,0.3768,0.2685,0.0132,0.0196,0.2697,0.0,3.1875,0.3768,32.8643,Evening,62.01,0.108
331-4902,0,131,214.2,115,36.41,161.7,117,13.74,264.7,102,11.91,9.5,4,2.57,36,3,640.6,334,1.918,0.3344,0.2524,0.4132,0.0148,0.012,0.2705,0.1078,2.5496,0.4132,51.5032,Night,64.63,0.1009
331-5138,0,22,110.3,107,18.75,166.5,93,14.15,202.3,96,9.1,9.5,5,2.57,0,0,479.1,296,1.6186,0.2302,0.3475,0.4223,0.0198,0.0169,0.2705,0.0,13.4545,0.4223,46.3754,Night,44.57,0.093
331-5919,0,56,137.2,102,23.32,165.9,119,14.1,182.3,72,8.2,14.3,4,3.86,0,1,485.4,293,1.6567,0.2827,0.3418,0.3756,0.0295,0.0137,0.2699,0.0,5.2321,0.3756,22.8278,Night,49.48,0.1019
331-5962,0,172,274.9,102,46.73,186.6,118,15.86,245.0,123,11.03,8.8,2,2.38,47,1,706.5,343,2.0598,0.3891,0.2641,0.3468,0.0125,0.0058,0.2705,0.137,1.9942,0.3891,44.91,Day,76.0,0.1076
331-5999,0,129,192.8,103,32.78,177.0,83,15.05,216.5,118,9.74,16.4,5,4.43,36,1,586.3,304,1.9286,0.3288,0.3019,0.3693,0.028,0.0164,0.2701,0.1184,2.3566,0.3693,19.8812,Night,62.0,0.1057
331-6229,0,49,214.4,78,36.45,235.2,100,23.23,206.2,107,9.28,8.0,13,2.16,28,3,655.8,285,2.3011,0.3269,0.3586,0.3144,0.0122,0.0456,0.27,0.0982,5.8163,0.3586,14.9492,Evening,71.12,0.1084
331-6270,0,66,118.0,133,20.06,248.1,99,21.09,214.4,122,9.65,5.3,5,1.43,0,1,580.5,354,1.6398,0.2033,0.4274,0.3693,0.0091,0.0141,0.2698,0.0,5.3636,0.4274,67.5212,Evening,52.23,0.09
331-6629,0,138,169.3,82,28.78,217.9,147,18.52,184.2,77,8.29,9.4,9,2.54,0,1,571.4,306,1.8673,0.2963,0.3813,0.3224,0.0165,0.0294,0.2702,0.0,2.2174,0.3813,24.8987,Evening,58.13,0.1017
331-7342,0,55,235.3,104,37.83,171.5,94,14.58,377.5,114,16.99,9.7,2,2.62,8,1,784.3,312,2.5138,0.3,0.2187,0.4813,0.0124,0.0064,0.2701,0.0256,5.6727,0.4813,105.4572,Night,72.02,0.0918
331-7425,0,116,215.4,104,36.62,204.8,79,17.41,278.5,109,12.53,12.6,5,3.4,0,3,698.7,292,2.3928,0.3083,0.2931,0.3986,0.018,0.0171,0.2698,0.0,2.5172,0.3986,39.8448,Night,69.96,0.1001
331-8462,0,127,96.0,117,16.32,177.0,68,15.05,162.2,127,7.3,9.7,4,2.62,0,3,435.2,312,1.3949,0.2206,0.4067,0.3727,0.0223,0.0128,0.2701,0.0,2.4567,0.4067,43.1325,Evening,41.29,0.0949
331-8484,0,87,82.6,113,14.04,224.4,63,19.07,163.6,88,7.36,9.5,1,2.57,39,3,470.6,264,1.7826,0.1755,0.4768,0.3476,0.0202,0.0038,0.2705,0.1477,3.0345,0.4768,71.1394,Evening,43.04,0.0915
331-8713,0,43,135.8,125,23.09,163.2,88,13.87,229.8,106,10.34,12.6,3,3.4,0,0,528.8,319,1.6577,0.2568,0.3086,0.4346,0.0238,0.0094,0.2698,0.0,7.4186,0.4346,48.3431,Night,50.7,0.0959
331-8909,0,121,68.7,95,11.68,209.2,69,17.78,197.4,42,9.1,11.4,4,3.08,35,1,475.3,206,2.3073,0.1445,0.4401,0.4153,0.024,0.0194,0.2702,0.1699,1.7025,0.4401,77.935,Evening,41.64,0.0876
331-9149,0,139,196.0,135,32.39,186.0,146,15.81,153.0,92,6.89,9.8,1,2.65,0,3,535.0,373,1.4343,0.3664,0.3477,0.286,0.0183,0.0027,0.2704,0.0,2.6835,0.3664,22.5019,Day,57.74,0.1079
331-9293,0,74,155.7,116,26.47,173.7,63,14.76,257.4,97,11.58,8.1,4,2.19,0,0,586.8,276,2.1261,0.2653,0.296,0.4387,0.0138,0.0145,0.2704,0.0,3.7297,0.4387,54.2718,Night,55.0,0.0937
331-9861,0,100,153.7,115,26.13,137.8,146,11.71,213.5,104,9.61,15.9,5,4.29,26,1,505.0,365,1.3836,0.3044,0.2729,0.4228,0.0315,0.0137,0.2698,0.0712,3.65,0.4228,39.9152,Night,51.74,0.1025
332-1060,0,41,143.6,117,24.41,152.4,108,12.95,194.4,110,8.75,8.6,3,2.32,0,1,490.4,335,1.4639,0.2928,0.3108,0.3964,0.0175,0.009,0.2698,0.0,8.1707,0.3964,27.148,Night,48.43,0.0988
332-1109,0,173,191.4,114,32.54,168.5,138,14.32,109.3,99,4.92,10.3,3,2.78,0,1,469.2,351,1.3368,0.4079,0.3591,0.2329,0.022,0.0085,0.2699,0.0,2.0289,0.4079,42.3664,Day,54.56,0.1163
332-1494,0,96,97.6,98,16.59,105.5,118,8.97,220.2,105,9.91,11.6,9,3.13,0,1,423.3,321,1.3187,0.2306,0.2492,0.5202,0.0274,0.028,0.2698,0.0,3.3438,0.5202,68.6164,Night,38.6,0.0912
332-1502,0,46,90.4,108,15.37,276.2,77,23.48,146.5,101,6.59,12.7,2,3.43,0,1,513.1,286,1.7941,0.1762,0.5383,0.2855,0.0248,0.007,0.2701,0.0,6.2174,0.5383,95.2986,Evening,48.87,0.0952
332-1690,0,110,192.6,102,32.74,178.9,118,15.21,214.6,74,9.66,9.4,4,2.54,0,1,586.1,294,1.9935,0.3286,0.3052,0.3661,0.016,0.0136,0.2702,0.0,2.6727,0.3661,18.0101,Night,60.15,0.1026
332-2126,0,123,163.1,119,27.73,249.4,51,21.2,168.2,77,7.57,9.0,10,2.43,0,1,580.7,247,2.351,0.2809,0.4295,0.2897,0.0155,0.0405,0.27,0.0,2.0081,0.4295,48.4203,Evening,58.93,0.1015
332-2137,0,80,105.8,110,17.99,43.9,88,3.73,189.6,87,8.53,13.1,5,3.54,0,0,339.3,285,1.1905,0.3118,0.1294,0.5588,0.0386,0.0175,0.2702,0.0,3.5625,0.5588,73.1238,Night,33.79,0.0996
332-2258,0,86,123.0,158,20.91,133.9,119,11.38,138.2,103,6.22,13.3,4,3.59,38,1,395.1,380,1.0397,0.3113,0.3389,0.3498,0.0337,0.0105,0.2699,0.1,4.4186,0.3498,7.8352,Night,42.1,0.1066
332-2275,0,71,185.0,84,31.45,232.5,129,19.76,191.1,82,8.6,14.9,4,4.02,0,3,608.6,295,2.0631,0.304,0.382,0.314,0.0245,0.0136,0.2698,0.0,4.1549,0.382,25.8438,Evening,63.83,0.1049
332-2462,0,39,60.4,158,10.27,306.2,120,26.03,123.9,46,5.58,12.4,3,3.35,0,1,490.5,324,1.5139,0.1231,0.6243,0.2526,0.0253,0.0093,0.2702,0.0,8.3077,0.6243,127.5952,Evening,45.23,0.0922
332-2650,1,78,103.5,115,17.6,117.9,102,10.02,201.0,94,9.05,12.0,3,3.24,0,4,422.4,311,1.3582,0.245,0.2791,0.4759,0.0284,0.0096,0.27,0.0,3.9872,0.4759,52.6296,Night,39.91,0.0945
332-2889,1,143,167.8,72,28.53,211.0,99,17.94,153.5,109,6.91,10.5,6,2.84,0,4,532.3,280,1.9011,0.3152,0.3964,0.2884,0.0197,0.0214,0.2705,0.0,1.958,0.3964,29.936,Evening,56.22,0.1056
332-2965,0,45,159.8,91,27.17,120.4,86,10.23,163.0,93,7.34,10.6,3,2.86,0,2,443.2,270,1.6415,0.3606,0.2717,0.3678,0.0239,0.0111,0.2698,0.0,6.0,0.3678,23.7254,Night,47.6,0.1074
332-3381,0,138,87.6,112,14.89,266.9,107,22.69,214.6,104,9.66,9.8,10,2.65,0,2,569.1,323,1.7619,0.1539,0.469,0.3771,0.0172,0.031,0.2704,0.0,2.3406,0.469,92.207,Evening,49.89,0.0877
332-3544,0,47,196.6,93,33.42,241.4,140,20.52,226.0,118,10.17,12.9,4,3.48,30,2,664.0,351,1.8917,0.2961,0.3636,0.3404,0.0194,0.0114,0.2698,0.0855,7.4681,0.3636,22.7617,Evening,67.59,0.1018
332-3617,0,88,181.5,116,30.86,187.0,119,15.9,220.3,96,9.91,10.5,7,2.84,0,1,588.8,331,1.7789,0.3083,0.3176,0.3742,0.0178,0.0211,0.2705,0.0,3.7614,0.3742,20.9944,Night,59.51,0.1011
332-3642,0,124,131.8,82,22.41,284.3,119,24.17,305.5,101,13.75,11.3,2,3.05,0,1,721.6,302,2.3894,0.1826,0.394,0.4234,0.0157,0.0066,0.2699,0.0,2.4355,0.4234,94.7606,Night,63.38,0.0878
332-3693,0,87,124.3,91,21.13,173.4,105,14.74,256.3,109,11.53,7.5,5,2.03,0,3,554.0,305,1.8164,0.2244,0.313,0.4626,0.0135,0.0164,0.2707,0.0,3.5057,0.4626,66.7173,Night,49.43,0.0892
332-3804,0,107,86.8,95,14.76,108.1,85,9.19,204.3,87,9.19,13.2,3,3.56,0,1,399.2,267,1.4951,0.2174,0.2708,0.5118,0.0331,0.0112,0.2697,0.0,2.4953,0.5118,62.6024,Night,36.7,0.0919
332-4289,0,118,136.1,120,23.14,204.2,103,17.36,228.2,90,10.27,11.3,4,3.05,0,1,568.5,313,1.8163,0.2394,0.3592,0.4014,0.0199,0.0128,0.2699,0.0,2.6525,0.4014,47.7773,Night,53.82,0.0947
332-4291,0,93,152.4,74,25.91,274.6,88,23.34,252.2,120,11.35,6.6,5,1.78,0,3,679.2,282,2.4085,0.2244,0.4043,0.3713,0.0097,0.0177,0.2697,0.0,3.0323,0.4043,65.0572,Evening,62.38,0.0918
332-5084,1,100,176.9,128,30.07,102.8,56,8.74,213.7,84,9.62,10.5,2,2.84,0,4,493.4,268,1.841,0.3585,0.2084,0.4331,0.0213,0.0075,0.2705,0.0,2.68,0.4331,56.4858,Night,51.27,0.1039
332-5521,1,122,157.1,134,26.71,184.9,122,15.72,197.2,59,8.87,8.5,5,2.3,0,4,539.2,315,1.7117,0.2914,0.3429,0.3657,0.0158,0.0159,0.2706,0.0,2.582,0.3657,20.5432,Night,53.6,0.0994
332-5582,0,21,91.9,109,15.62,198.4,100,16.86,171.7,125,7.73,13.0,7,3.51,0,2,462.0,334,1.3832,0.1989,0.4294,0.3716,0.0281,0.021,0.27,0.0,15.9048,0.4294,55.4124,Evening,43.72,0.0946
332-5596,0,121,103.3,110,17.56,129.1,82,10.97,167.1,113,7.52,10.7,3,2.89,0,0,399.5,305,1.3098,0.2586,0.3232,0.4183,0.0268,0.0098,0.2701,0.0,2.5207,0.4183,32.0938,Night,38.94,0.0975
332-5820,1,145,224.2,89,38.11,314.9,121,26.77,182.9,121,8.23,16.1,3,4.35,0,1,722.0,331,2.1813,0.3105,0.4361,0.2533,0.0223,0.0091,0.2702,0.0,2.2828,0.4361,67.5231,Evening,77.46,0.1073
332-5949,1,46,257.4,67,43.76,261.1,91,22.19,204.4,107,9.2,13.4,5,3.62,0,2,722.9,265,2.7279,0.3561,0.3612,0.2828,0.0185,0.0189,0.2701,0.0,5.7609,0.3612,31.7217,Evening,78.77,0.109
332-5964,0,56,146.1,57,24.84,196.2,97,16.68,310.1,110,13.95,9.2,3,2.48,0,0,652.4,264,2.4712,0.2239,0.3007,0.4753,0.0141,0.0114,0.2696,0.0,4.7143,0.4753,84.0429,Night,57.95,0.0888
332-6139,1,152,146.8,128,24.96,285.6,96,24.28,213.6,80,9.61,4.3,2,1.16,41,1,646.0,304,2.125,0.2272,0.4421,0.3307,0.0067,0.0066,0.2698,0.1349,2.0,0.4421,69.4162,Evening,60.01,0.0929
332-6181,1,129,334.3,118,56.83,192.1,104,16.33,191.0,83,8.59,10.4,6,2.81,0,0,717.4,305,2.3521,0.466,0.2678,0.2662,0.0145,0.0197,0.2702,0.0,2.3643,0.466,82.4186,Day,84.56,0.1179
332-6633,0,134,142.9,105,24.29,88.6,61,7.53,290.0,96,13.05,10.8,6,2.92,40,1,521.5,262,1.9905,0.274,0.1699,0.5561,0.0207,0.0229,0.2704,0.1527,1.9552,0.5561,104.2024,Night,47.79,0.0916
332-6934,0,78,149.7,119,25.45,182.2,115,15.49,261.5,126,11.77,9.7,8,2.62,0,0,593.4,360,1.6483,0.2523,0.307,0.4407,0.0163,0.0222,0.2701,0.0,4.6154,0.4407,57.5094,Night,55.33,0.0932
332-6958,0,89,105.9,151,18.0,189.6,142,16.12,170.9,67,7.69,12.7,7,3.43,0,0,466.4,360,1.2956,0.2271,0.4065,0.3664,0.0272,0.0194,0.2701,0.0,4.0449,0.4065,43.9325,Evening,45.24,0.097
332-7391,0,25,242.6,69,41.24,209.0,117,23.23,219.7,82,9.89,14.4,6,3.89,0,2,671.3,268,2.5049,0.3614,0.3113,0.3273,0.0215,0.0224,0.2701,0.0,10.72,0.3614,17.1652,Day,78.25,0.1166
332-7607,0,33,161.9,85,27.52,151.2,82,12.85,191.0,131,8.59,8.5,2,2.3,35,1,504.1,298,1.6916,0.3212,0.2999,0.3789,0.0169,0.0067,0.2706,0.1174,9.0303,0.3789,20.5967,Night,51.26,0.1017
332-8103,0,91,273.0,78,46.41,215.5,98,18.32,104.7,114,4.71,9.6,2,2.59,31,1,593.2,290,2.0455,0.4602,0.3633,0.1765,0.0162,0.0069,0.2698,0.1069,3.1868,0.4602,85.5451,Day,72.03,0.1214
332-8160,0,149,180.7,92,30.72,187.8,64,15.96,265.5,53,11.95,12.6,3,3.4,28,3,634.0,209,3.0335,0.285,0.2962,0.4188,0.0199,0.0144,0.2698,0.134,1.4027,0.4188,47.0438,Night,62.03,0.0978
332-8764,0,80,202.4,118,34.41,260.2,67,22.12,177.4,112,7.98,9.2,5,2.48,0,3,640.0,297,2.1549,0.3163,0.4066,0.2772,0.0144,0.0168,0.2696,0.0,3.7125,0.4066,42.469,Evening,66.99,0.1047
332-9118,0,101,209.2,82,35.56,159.7,74,13.57,181.6,100,8.17,9.5,3,2.57,42,0,550.5,256,2.1504,0.38,0.2901,0.3299,0.0173,0.0117,0.2705,0.1641,2.5347,0.38,24.8046,Day,59.87,0.1088
332-9446,0,130,154.0,95,26.18,205.9,106,17.5,233.7,75,10.52,12.9,1,3.48,0,1,593.6,276,2.1507,0.2594,0.3469,0.3937,0.0217,0.0036,0.2698,0.0,2.1231,0.3937,40.4527,Night,57.68,0.0972
332-9460,0,149,176.2,87,29.95,145.0,81,12.33,249.5,92,11.23,5.7,4,1.54,0,0,570.7,260,2.195,0.3087,0.2541,0.4372,0.01,0.0154,0.2702,0.0,1.745,0.4372,53.6448,Night,55.05,0.0965
332-9525,0,80,166.4,92,28.29,238.3,74,20.26,150.7,84,6.78,10.7,4,2.89,31,4,555.4,250,2.2216,0.2996,0.4291,0.2713,0.0193,0.016,0.2701,0.124,3.125,0.4291,46.7081,Evening,58.22,0.1048
332-9891,0,149,140.4,94,23.87,271.8,92,23.1,188.3,108,8.47,10.9,9,3.0,0,1,600.5,294,2.0425,0.2338,0.4526,0.3136,0.0182,0.0306,0.2752,0.0,1.9732,0.4526,66.4989,Evening,58.44,0.0973
332-9896,0,71,211.2,70,35.9,252.7,122,21.48,225.8,104,10.16,12.3,3,3.32,0,0,689.7,296,2.3301,0.3062,0.3664,0.3274,0.0178,0.0101,0.2699,0.0,4.169,0.3664,21.0516,Evening,70.86,0.1027
333-1012,0,108,171.6,110,29.17,136.1,78,11.57,183.4,103,8.25,10.8,7,2.92,41,0,491.1,291,1.6876,0.3494,0.2771,0.3734,0.022,0.0241,0.2704,0.1409,2.6944,0.3734,24.6197,Night,51.91,0.1057
333-1967,0,70,170.2,98,28.93,155.2,102,13.19,228.6,76,10.29,15.0,2,4.05,0,1,554.0,276,2.0072,0.3072,0.2801,0.4126,0.0271,0.0072,0.27,0.0,3.9429,0.4126,38.7795,Night,56.46,0.1019
333-2337,0,100,188.5,152,32.05,148.3,115,12.61,179.8,88,8.09,15.2,5,4.1,0,2,516.6,355,1.4552,0.3649,0.2871,0.348,0.0294,0.0141,0.2697,0.0,3.55,0.3649,21.1502,Day,56.85,0.11
333-2611,0,55,194.1,121,33.0,176.6,110,15.01,302.8,136,13.63,7.0,7,1.89,0,2,673.5,367,1.8351,0.2882,0.2622,0.4496,0.0104,0.0191,0.27,0.0,6.6727,0.4496,68.372,Night,63.53,0.0943
333-2906,0,133,245.8,102,41.79,264.7,90,22.5,252.15,103,5.03,11.2,7,3.02,0,0,762.65,295,2.5853,0.3223,0.3471,0.3306,0.0147,0.0237,0.2696,0.0,2.218,0.3471,9.618,Evening,72.34,0.0949
333-2964,0,94,136.2,114,23.15,165.1,118,14.03,137.9,71,6.21,9.6,5,2.59,0,0,439.2,303,1.4495,0.3101,0.3759,0.314,0.0219,0.0165,0.2698,0.0,3.2234,0.3759,16.217,Evening,45.98,0.1047
333-3010,1,98,168.0,81,28.56,163.2,125,13.87,172.7,120,9.1,8.0,2,2.16,36,6,503.9,326,1.5457,0.3334,0.3239,0.3427,0.0159,0.0061,0.27,0.1104,3.3265,0.3427,4.7501,Night,53.69,0.1065
333-3221,0,73,214.3,145,36.43,268.5,135,22.82,241.2,92,10.85,10.8,13,2.92,0,1,724.0,372,1.9462,0.296,0.3709,0.3331,0.0149,0.0349,0.2704,0.0,5.0959,0.3709,27.1002,Evening,73.02,0.1009
333-3421,0,110,149.8,112,25.47,180.0,93,15.3,140.0,119,6.3,11.7,4,3.16,0,2,469.8,324,1.45,0.3189,0.3831,0.298,0.0249,0.0123,0.2701,0.0,2.9455,0.3831,20.849,Evening,50.23,0.1069
333-3447,0,100,246.6,94,41.92,141.4,112,12.02,189.8,109,8.54,13.0,5,3.51,25,1,577.8,315,1.8343,0.4268,0.2447,0.3285,0.0225,0.0159,0.27,0.0794,3.15,0.4268,52.6559,Day,65.99,0.1142
333-3460,0,159,198.8,107,33.8,195.5,91,16.62,213.3,120,9.6,16.5,7,4.46,0,5,607.6,318,1.9107,0.3272,0.3218,0.3511,0.0272,0.022,0.2703,0.0,2.0,0.3511,9.4691,Night,64.48,0.1061
333-3531,0,160,176.2,90,29.95,196.0,115,23.23,263.9,95,11.88,9.2,4,2.48,0,1,636.1,300,2.1203,0.277,0.3081,0.4149,0.0145,0.0133,0.2696,0.0,1.875,0.4149,45.9959,Night,67.54,0.1062
333-3595,0,93,176.1,103,29.94,199.7,130,16.97,263.9,96,11.88,8.5,6,2.3,0,2,639.7,329,1.9444,0.2753,0.3122,0.4125,0.0133,0.0182,0.2706,0.0,3.5376,0.4125,45.4376,Night,61.09,0.0955
333-3704,0,115,245.2,105,41.68,159.0,109,13.52,229.9,74,10.35,7.2,8,1.94,0,0,634.1,288,2.2017,0.3867,0.2507,0.3626,0.0114,0.0278,0.2694,0.0,2.5043,0.3867,45.9916,Day,67.49,0.1064
333-4154,0,83,202.3,87,34.39,201.5,100,17.13,101.7,82,4.58,6.8,4,1.84,0,0,505.5,269,1.8792,0.4002,0.3986,0.2012,0.0135,0.0149,0.2706,0.0,3.241,0.4002,57.8519,Day,57.94,0.1146
333-4492,0,135,190.9,44,32.45,161.4,109,13.72,231.9,100,10.44,8.4,2,2.27,0,1,584.2,253,2.3091,0.3268,0.2763,0.397,0.0144,0.0079,0.2702,0.0,1.8741,0.397,35.406,Night,58.88,0.1008
333-4594,1,92,201.3,130,34.22,203.7,115,17.31,129.9,113,5.85,6.4,6,1.73,29,1,534.9,358,1.4941,0.3763,0.3808,0.2428,0.012,0.0168,0.2703,0.081,3.8913,0.3808,41.9328,Evening,59.11,0.1105
333-5101,1,140,120.3,108,20.45,240.4,84,20.43,216.4,74,9.74,7.7,3,2.08,0,4,577.1,266,2.1695,0.2085,0.4166,0.375,0.0133,0.0113,0.2701,0.0,1.9,0.4166,63.5547,Evening,52.7,0.0913
333-5295,0,126,278.0,88,47.26,253.2,65,21.52,223.2,114,10.04,8.7,4,2.35,31,0,754.4,267,2.8255,0.3685,0.3356,0.2959,0.0115,0.015,0.2701,0.1161,2.119,0.3685,27.4411,Day,81.17,0.1076
333-5430,0,98,121.0,105,20.57,218.9,98,18.61,226.7,110,10.2,12.0,1,3.24,31,1,566.6,313,1.8102,0.2136,0.3863,0.4001,0.0212,0.0032,0.27,0.099,3.1939,0.4001,58.9035,Night,52.62,0.0929
333-5551,0,166,152.1,95,25.86,121.0,105,10.29,198.0,126,8.91,9.8,5,2.65,0,0,471.1,326,1.4451,0.3229,0.2568,0.4203,0.0208,0.0153,0.2704,0.0,1.9639,0.4203,38.7363,Night,47.71,0.1013
333-5609,0,82,155.2,131,26.38,244.5,106,20.78,122.4,68,5.51,10.7,3,2.89,24,1,522.1,305,1.7118,0.2973,0.4683,0.2344,0.0205,0.0098,0.2701,0.0787,3.7195,0.4683,63.1912,Evening,55.56,0.1064
333-5729,1,168,163.4,134,27.78,240.1,87,20.41,164.0,147,7.38,11.6,2,3.13,0,2,567.5,368,1.5421,0.2879,0.4231,0.289,0.0204,0.0054,0.2698,0.0,2.1905,0.4231,44.1106,Evening,58.7,0.1034
333-6296,0,84,216.1,114,36.74,197.5,107,16.79,217.8,104,9.8,9.8,3,2.65,0,1,631.4,325,1.9428,0.3423,0.3128,0.3449,0.0155,0.0092,0.2704,0.0,3.869,0.3449,11.2616,Night,65.98,0.1045
333-6575,0,194,193.3,106,32.86,169.0,150,14.37,225.2,122,10.13,11.8,4,3.19,0,0,587.5,378,1.5542,0.329,0.2877,0.3833,0.0201,0.0106,0.2703,0.0,1.9485,0.3833,28.1855,Night,60.55,0.1031
333-7225,0,95,190.2,119,32.33,157.1,70,13.35,181.5,120,8.17,14.0,6,3.78,0,0,528.8,309,1.7113,0.3597,0.2971,0.3432,0.0265,0.0194,0.27,0.0,3.2526,0.3597,17.1594,Day,57.63,0.109
333-7449,0,148,17.6,121,2.99,161.7,125,13.74,203.1,82,9.14,10.6,6,2.86,0,1,382.4,328,1.1659,0.046,0.4229,0.5311,0.0277,0.0183,0.2698,0.0,2.2162,0.5311,97.373,Night,28.73,0.0751
